UASG;Número do Pregão;Ano do Pregão;Número do Item;QUANTIDADE
160212;00003;2023;00033;20
160212;00003;2023;00047;500
160212;00003;2023;00043;50
160224;90011;2024;00001;1
160224;90011;2024;00001;-1
160211;00002;2023;00107;1
160213;00003;2023;00002;1
160213;00003;2023;00002;-1
160213;00003;2023;00012;9
160213;00003;2023;00012;-9
160224;00010;2023;00088;10
160224;00010;2023;00007;20
160224;00010;2023;00009;10
160224;00010;2023;00057;8
160224;00010;2023;00008;10
160224;00010;2023;00044;10
160224;00010;2023;00045;10
160224;00010;2023;00080;10
160224;00010;2023;00046;10
160224;00010;2023;00046;-10
160224;00010;2023;00050;5
160224;00010;2023;00050;-5
160224;00010;2023;00054;8
160224;00010;2023;00054;-8
160224;00010;2023;00055;8
160224;00010;2023;00055;-8
160224;00010;2023;00058;8
160224;00010;2023;00058;-8
160224;00010;2023;00059;8
160224;00010;2023;00059;-8
160224;00010;2023;00056;8
160211;00004;2023;00012;10
160211;00004;2023;00014;10
160223;00008;2023;00008;1
160224;00009;2023;00001;4
160224;90001;2024;00002;8
160224;90001;2024;00003;16
160224;90001;2024;00008;10
160224;90001;2024;00009;4
160224;90001;2024;00005;17
160224;90001;2024;00006;10
160224;90001;2024;00011;38
160224;00002;2023;00001;2
160224;00002;2023;00002;1
160224;00002;2023;00004;4
160224;00002;2023;00006;2
160224;00002;2023;00007;9
160224;00002;2023;00003;2
160224;00002;2023;00020;20
160224;00002;2023;00014;100
160224;00002;2023;00015;30
160224;00002;2023;00016;30
160224;00002;2023;00017;13
160224;00002;2023;00018;8
160224;00002;2023;00021;1250
158009;00024;2023;00095;1
160230;90005;2024;00018;2
160224;00002;2023;00009;1
160224;00010;2023;00005;20
160224;00010;2023;00003;10
160224;00010;2023;00006;10
160224;00010;2023;00010;10
160224;00010;2023;00011;10
160224;00010;2023;00012;10
160224;00010;2023;00013;10
160224;00010;2023;00016;10
160224;00010;2023;00018;10
160229;90003;2024;00007;1
160192;00008;2023;00211;2000
160192;00008;2023;00013;50
160192;00008;2023;00016;650
160192;00008;2023;00026;150
160192;00008;2023;00041;100
160192;00008;2023;00043;250
160192;00008;2023;00052;50
160217;00005;2023;00001;2500
160192;00008;2023;00137;150
160192;00008;2023;00153;650
160192;00008;2023;00009;100
160192;00008;2023;00010;100
160192;00008;2023;00011;100
160192;00008;2023;00212;100
160192;00008;2023;00148;300
160192;00008;2023;00149;200
160192;00008;2023;00193;400
160192;00008;2023;00164;65
160192;00008;2023;00166;50
160192;00008;2023;00085;300
160192;00008;2023;00105;100
160192;00008;2023;00106;200
160192;00008;2023;00131;200
160192;00008;2023;00161;250
160192;00008;2023;00163;50
160192;00008;2023;00022;200
160121;00024;2023;00017;2
160192;00013;2023;00048;10
160192;00013;2023;00059;5
160192;00013;2023;00081;20
160192;00013;2023;00122;10
160192;00013;2023;00142;15
160192;00013;2023;00107;5
160192;00013;2023;00114;5
160192;00013;2023;00116;5
160192;00013;2023;00127;2
160192;00013;2023;00152;77
160192;00013;2023;00148;10
160217;00004;2023;00063;6
160217;00004;2023;00015;5
160217;00004;2023;00016;3
153031;00207;2023;00040;2
160217;00004;2023;00011;10
160217;00004;2023;00047;10
160192;00013;2023;00069;10
160192;00013;2023;00070;10
160192;00013;2023;00057;90
160192;00013;2023;00057;-90
160192;00013;2023;00068;10
160192;00013;2023;00071;10
160192;00013;2023;00072;10
160192;00013;2023;00085;10
160192;00013;2023;00102;70
160224;90011;2024;00001;1
160211;00004;2023;00013;10
160213;00003;2023;00012;9
160213;00003;2023;00002;1
160224;90001;2024;00002;12
160224;00010;2023;00004;10
160224;00010;2023;00014;10
160224;00010;2023;00015;10
160224;00010;2023;00019;10
160224;00010;2023;00020;10
160224;00010;2023;00021;10
160224;00010;2023;00023;10
160224;00010;2023;00024;10
160224;00010;2023;00025;10
160224;00010;2023;00026;10
160224;00010;2023;00029;10
160224;00010;2023;00030;10
160224;00010;2023;00031;10
160224;00010;2023;00032;10
160224;00010;2023;00033;10
160224;00010;2023;00066;10
160224;00010;2023;00069;10
160224;00010;2023;00070;10
160224;00010;2023;00071;10
160224;00010;2023;00072;10
160224;00010;2023;00075;10
160224;00010;2023;00028;10
160224;00010;2023;00067;10
160224;00010;2023;00068;10
160224;00010;2023;00073;10
160224;00010;2023;00074;10
160224;00010;2023;00076;10
160224;00010;2023;00077;10
160224;00010;2023;00078;10
160224;00010;2023;00079;10
160224;00010;2023;00087;10
160224;00010;2023;00042;10
160224;00010;2023;00081;20
160224;00010;2023;00082;20
160224;00010;2023;00084;10
160224;00010;2023;00090;10
160224;00010;2023;00062;10
160224;00010;2023;00063;10
160224;00010;2023;00064;10
160224;00010;2023;00065;10
160192;90002;2024;00003;50
160207;00008;2023;00051;800
160207;00008;2023;00051;-800
160224;00009;2023;00001;3
160192;00013;2023;00103;20
160192;00013;2023;00103;-2
160250;00004;2023;00005;50
160250;00004;2023;00010;300
160250;00004;2023;00060;70
160226;00023;2023;00155;100
153163;00141;2023;00007;5
153163;00141;2023;00007;23
160152;00010;2023;00057;320
160152;00010;2023;00059;100
160152;00010;2023;00060;100
160152;00010;2023;00007;750
160152;00010;2023;00008;750
160152;00010;2023;00075;80
160152;00010;2023;00096;120
160152;00010;2023;00116;100
160152;00010;2023;00118;250
160152;00010;2023;00119;250
160152;00010;2023;00120;250
160152;00010;2023;00160;35
160212;00009;2023;00014;5735
160212;00009;2023;00014;-45.8529
160158;00008;2022;00078;175
160158;00008;2022;00241;25
160142;00004;2023;00012;150
160142;00004;2023;00012;-150
160142;00004;2023;00030;50
160142;00004;2023;00030;-50
160142;00004;2023;00091;810
160142;00004;2023;00091;-810
160142;00004;2023;00108;540
160142;00004;2023;00108;-540
160367;00002;2023;00205;40
160367;00002;2023;00230;150
160142;00004;2023;00012;150
160142;00004;2023;00030;50
160142;00004;2023;00091;810
160142;00004;2023;00108;540
168005;00098;2023;00001;1
160224;90004;2024;00010;200
160224;90004;2024;00007;600
160192;90001;2024;00170;150
160192;90001;2024;00103;100
160192;90001;2024;00114;900
160192;90001;2024;00172;300
160192;90001;2024;00175;300
160192;90001;2024;00101;300
160192;90001;2024;00089;500
168005;00141;2023;00002;1
160364;00001;2023;00091;200
160364;00001;2023;00167;400
160364;00001;2023;00190;30
160364;00001;2023;00204;60
160192;90001;2024;00107;80
160192;90001;2024;00211;200
160192;90001;2024;00073;300
160192;90001;2024;00093;100
160192;90001;2024;00034;300
785810;00026;2023;00055;100
160224;90004;2024;00008;100
160224;90004;2024;00001;30
160224;90004;2024;00005;50
160224;90004;2024;00002;20
160224;90004;2024;00003;10
160224;90004;2024;00004;30
160224;90004;2024;00006;20
160224;90004;2024;00009;10
160224;90004;2024;00014;10
160224;90004;2024;00015;20
160192;00013;2023;00102;10
160192;00013;2023;00103;42
160192;90001;2024;00014;250
160192;90001;2024;00037;150
160192;90001;2024;00038;100
160192;90001;2024;00061;300
160212;00010;2023;00002;5
160212;00010;2023;00052;2
160212;00010;2023;00054;5
160212;00010;2023;00072;5
160212;00010;2023;00073;10
160212;00010;2023;00074;5
160212;00010;2023;00009;2
160212;00010;2023;00093;5
160212;00010;2023;00106;5
160212;00010;2023;00123;1
160212;00010;2023;00123;-1
160212;00010;2023;00133;5
160212;00010;2023;00133;-5
160212;00010;2023;00018;1
160212;00010;2023;00131;20
160212;00010;2023;00136;2
160212;00010;2023;00136;-2
160212;00010;2023;00001;5
160212;00010;2023;00005;5
160212;00010;2023;00006;10
160212;00010;2023;00045;10
160212;00010;2023;00046;5
160212;00010;2023;00050;5
160212;00010;2023;00061;4
160212;00010;2023;00137;5
160212;00010;2023;00138;10
160212;00010;2023;00004;10
160212;00010;2023;00033;2
160212;00010;2023;00033;-2
160212;00010;2023;00058;30
160212;00010;2023;00009;5
160212;00010;2023;00014;10
160212;00010;2023;00021;3
160212;00010;2023;00093;10
160212;00010;2023;00118;5
160212;00010;2023;00013;3
160212;00010;2023;00017;1
160192;00013;2023;00073;5
160192;00013;2023;00137;4
160207;00008;2023;00051;800
160219;00010;2023;00001;2
160219;00010;2023;00002;7988
160219;00010;2023;00002;-0.62
160192;90001;2024;00156;65
160192;90001;2024;00159;100
160192;90001;2024;00161;50
160192;90001;2024;00020;200
160192;90001;2024;00174;300
160224;00010;2023;00053;4
160224;00010;2023;00046;5
160224;00004;2015;00001;3.6
160192;00015;2023;00001;1
