UASG;Número do Pregão;Ano do Pregão;Número do Item;QUANTIDADE
160224;00002;2017;00001;1.70625
160224;00002;2017;00001;-1.70625
240114;00009;2023;00157;1
160230;00005;2023;00049;1
160212;00010;2023;00006;15
160212;00010;2023;00008;10
160212;00010;2023;00024;20
160212;00010;2023;00027;20
160212;00010;2023;00028;20
160212;00010;2023;00029;5
160212;00010;2023;00030;20
160212;00010;2023;00034;20
160212;00010;2023;00041;10
160212;00010;2023;00042;5
160212;00010;2023;00044;20
160212;00010;2023;00045;20
160212;00010;2023;00047;15
160212;00010;2023;00048;10
160212;00010;2023;00049;5
160212;00010;2023;00051;10
160212;00010;2023;00055;20
160212;00010;2023;00060;20
160212;00010;2023;00061;10
160212;00010;2023;00063;5
160212;00010;2023;00069;19
160212;00010;2023;00070;5
160212;00010;2023;00101;10
160212;00010;2023;00129;20
160212;00010;2023;00130;20
160212;00010;2023;00132;20
160212;00010;2023;00134;5
160212;00010;2023;00135;10
160212;00010;2023;00138;20
160212;00010;2023;00026;5
160212;00010;2023;00043;5
160212;00010;2023;00052;20
160212;00010;2023;00054;20
160212;00010;2023;00059;20
160212;00010;2023;00071;5
160212;00010;2023;00072;20
160212;00010;2023;00073;20
160212;00010;2023;00102;10
160212;00010;2023;00104;10
160192;00013;2023;00097;10
160192;00013;2023;00064;8
160192;00013;2023;00027;5
160192;00013;2023;00028;5
160192;00013;2023;00036;5
160192;00013;2023;00095;6
160192;00013;2023;00143;10
160192;00013;2023;00056;70
160192;00013;2023;00083;13
158516;11004;2023;00212;20
160212;00010;2023;00057;10
160212;00010;2023;00017;4
160212;00010;2023;00017;-1
160212;00010;2023;00104;26
160212;00010;2023;00104;7
160224;00002;2017;00001;1.70625
160192;90001;2024;00070;30
160192;90001;2024;00069;70
160192;90001;2024;00205;500
160192;90001;2024;00113;97
160192;90001;2024;00177;300
160192;90001;2024;00181;200
160224;90004;2024;00008;50
160224;90004;2024;00011;10
160224;90004;2024;00012;20
160224;90004;2024;00024;41
160224;90004;2024;00010;22
160224;90004;2024;00014;90
160192;90001;2024;00212;100
160192;90001;2024;00097;5
160192;90001;2024;00009;200
160192;90001;2024;00010;100
160192;90001;2024;00170;49
160192;90001;2024;00014;250
160192;90001;2024;00061;301
160002;90003;2024;00128;200
783601;00019;2023;00218;115
160447;90019;2024;00148;150
160447;90019;2024;00406;200
160447;90019;2024;00507;600
160422;00007;2023;00065;1
160207;00008;2023;00078;30
160207;00008;2023;00090;40
160224;00010;2023;00096;25
160202;00040;2023;00145;1
160192;90001;2024;00061;20
160192;90001;2024;00170;41
160192;90001;2024;00009;2
160192;90001;2024;00144;5
160192;90001;2024;00042;50
160192;90001;2024;00063;40
160192;90001;2024;00170;30
160192;90001;2024;00214;45
160192;90001;2024;00053;20
160192;90001;2024;00065;40
160192;90001;2024;00084;20
160192;90001;2024;00121;10
160192;90001;2024;00154;30
160192;90001;2024;00200;50
160192;90001;2024;00155;9
160192;90001;2024;00114;181
160192;90001;2024;00151;5
785810;00051;2023;00021;40
785810;00025;2023;00048;40
160192;90001;2024;00128;20
160217;00005;2023;00001;2500
160217;00005;2023;00001;-2500
160192;90001;2024;00214;2000
160192;90001;2024;00126;200
160192;90001;2024;00166;200
160192;90001;2024;00111;40
160192;90001;2024;00131;100
160192;90001;2024;00186;20
160192;90001;2024;00070;30
160192;90001;2024;00013;50
160192;90001;2024;00014;100
160192;90001;2024;00016;600
160192;90001;2024;00037;200
160192;90001;2024;00061;300
160192;90001;2024;00099;50
160192;90001;2024;00034;200
160192;90001;2024;00048;300
160192;90001;2024;00194;1000
160192;90001;2024;00009;100
160192;90001;2024;00010;100
160192;90001;2024;00011;100
160192;90001;2024;00083;30
160192;90001;2024;00134;100
160192;90001;2024;00170;200
160192;90001;2024;00103;50
160192;90001;2024;00114;419
160192;90001;2024;00116;50
160192;90001;2024;00130;300
160192;90001;2024;00142;200
160192;90001;2024;00155;100
160192;90001;2024;00212;150
160192;90001;2024;00022;127
160192;90001;2024;00022;-127
160192;90001;2024;00022;127
160192;90001;2024;00022;-127
160192;90001;2024;00123;120
160192;90001;2024;00123;-120
160192;90001;2024;00069;50
160192;90001;2024;00084;100
160192;90001;2024;00101;150
160192;90001;2024;00121;150
160192;90001;2024;00147;650
160192;90001;2024;00154;150
160192;90001;2024;00165;200
160192;90001;2024;00185;400
160192;90001;2024;00183;400
160192;90001;2024;00122;150
160224;90003;2024;00057;10
160211;00003;2023;00002;100
160211;00003;2023;00003;100
160211;00003;2023;00014;5
160211;00003;2023;00015;5
160211;00003;2023;00017;1
160211;00003;2023;00029;20
160211;00003;2023;00035;58
160211;00003;2023;00037;67
160211;00003;2023;00049;50
160211;00003;2023;00049;-50
160192;00013;2023;00076;10
160211;00003;2023;00037;13
160223;00028;2023;00014;2
160077;00003;2023;00007;85
160230;00016;2023;00195;18
160230;00016;2023;00195;2
160192;90001;2024;00156;21
160192;90001;2024;00084;50
160192;90001;2024;00165;71
160192;90001;2024;00117;100
160192;90012;2024;00018;100
160192;90001;2024;00002;100
160192;90001;2024;00007;200
160192;90001;2024;00009;100
160192;90001;2024;00024;50
160192;90001;2024;00041;99
160192;90001;2024;00042;100
160192;90001;2024;00057;100
160192;90001;2024;00058;50
160192;90001;2024;00128;100
160446;90013;2024;00036;125
160446;90013;2024;00109;100
160229;00008;2023;00045;200
160192;90012;2024;00004;25
160192;90012;2024;00018;3
160192;90012;2024;00018;61
160192;90001;2024;00128;96
160211;90004;2024;00006;29
160211;90004;2024;00048;100
160211;90004;2024;00007;5
160211;90004;2024;00036;20
160211;90004;2024;00018;2
160211;90004;2024;00085;4
160211;90004;2024;00044;2
160211;90004;2024;00082;20
160211;90004;2024;00078;1
160211;90003;2024;00001;6
160211;90003;2024;00002;1
160211;90003;2024;00026;1
160211;90003;2024;00028;1
160211;90003;2024;00011;2
160211;90003;2024;00015;2
160211;90003;2024;00018;1
160211;90003;2024;00017;2
160211;90003;2024;00025;2
160211;90003;2024;00035;15
160211;90003;2024;00006;5
160093;00018;2022;00072;2
160001;00007;2023;00054;4
160146;00014;2022;00021;50
160146;00014;2022;00073;2
160146;00014;2022;00073;-2
158144;00011;2023;00007;10
158144;00011;2023;00008;10
158144;00011;2023;00008;-10
158144;00011;2023;00009;10
158144;00011;2023;00015;100
158144;00011;2023;00020;4
158144;00011;2023;00031;1000
158144;00011;2023;00031;-1000
158144;00011;2023;00035;500
160103;00015;2023;00091;200
160166;00017;2022;00505;100
160223;00016;2023;00057;1000
160223;00016;2023;00057;-40
160002;00003;2023;00003;100
160002;00003;2023;00143;2
160146;00014;2022;00016;1450
160223;00016;2023;00023;1000
160223;00016;2023;00023;-1000
160223;00016;2023;00159;60
160223;00016;2023;00159;-60
160223;00016;2023;00113;500
160223;00016;2023;00185;90
160223;00016;2023;00110;50
160223;00016;2023;00110;50
160223;00016;2023;00054;20
160223;00016;2023;00054;30
160223;00016;2023;00153;1000
160223;00016;2023;00153;-114.2857
160223;00016;2023;00068;100
160223;00016;2023;00057;200
160223;00016;2023;00057;-200
160223;00014;2023;00005;2
160223;00014;2023;00017;30
160223;00016;2023;00066;120
160223;00016;2023;00066;-20
160223;00016;2023;00087;50
160223;00016;2023;00087;-50
160223;00014;2023;00004;5
160348;00003;2023;00184;960
160223;00016;2023;00096;960
160223;00008;2023;00112;1
160217;00001;2023;00020;240
160217;00001;2023;00017;20
160224;99999;9999;00001;1000
160224;99999;9999;00001;-15
160166;00019;2022;00269;5
160166;00019;2022;00031;15
160166;00019;2022;00036;200
160166;00019;2022;00051;10
160166;00019;2022;00052;12
160166;00019;2022;00059;15
160166;00019;2022;00089;3
160166;00019;2022;00095;5
160166;00019;2022;00109;5
160166;00019;2022;00272;5
160166;00019;2022;00278;5
160166;00019;2022;00283;10
160166;00019;2022;00293;10
160166;00019;2022;00294;10
160166;00019;2022;00295;10
160166;00019;2022;00300;10
160166;00019;2022;00301;10
160166;00019;2022;00324;10
160166;00019;2022;00325;10
160166;00019;2022;00336;10
160166;00019;2022;00337;10
160166;00019;2022;00346;10
160348;00014;2023;00063;40
160293;00020;2022;00074;35
160435;00003;2023;00029;50
160435;00003;2023;00080;20
160435;00003;2023;00106;40
160217;00001;2023;00076;244
160166;00019;2022;00138;3
160166;00019;2022;00139;3
160166;00019;2022;00140;3
160166;00019;2022;00141;3
160223;00016;2023;00040;70
160223;00016;2023;00042;48
160223;00016;2023;00042;88
160223;00016;2023;00054;20
160223;00016;2023;00054;-20
160223;00016;2023;00110;50
160223;00016;2023;00015;300
160223;00016;2023;00057;1680
160223;00016;2023;00113;400
160223;00016;2023;00153;1000
160223;00016;2023;00150;150
160223;00016;2023;00002;20
160223;00016;2023;00002;-20
160223;00016;2023;00082;50
160223;00016;2023;00082;-50
160223;00016;2023;00114;500
160223;00016;2023;00169;200
160223;00016;2023;00105;100
160223;00016;2023;00001;180
160223;00016;2023;00001;-30
160223;00016;2023;00168;100
160223;00016;2023;00056;60
160217;00001;2023;00004;150
160217;00001;2023;00002;8
160217;00001;2023;00002;-8
160217;00001;2023;00002;108
160217;00001;2023;00002;8
160143;00051;2023;00010;1200
160224;90078;2023;00004;1
160224;90078;2023;00003;2
160224;90078;2023;00006;1
160224;90078;2023;00005;1
160224;90078;2023;00008;1
160224;90078;2023;00007;1
160224;90078;2023;00002;1
160224;90078;2023;00001;1
160224;99999;9999;00001;6750
160224;99999;9999;00001;-6750
160224;00009;2023;00001;1
160224;00009;2023;00002;10
160224;90012;2024;00001;60
160224;90012;2024;00005;5
160224;90012;2024;00002;85
160224;90012;2024;00006;3
160224;90012;2024;00007;2
160224;90012;2024;00008;9
160224;90012;2024;00009;8
160224;90012;2024;00010;2
160224;90012;2024;00015;20
160224;90012;2024;00003;60
160224;90012;2024;00016;120
160224;90012;2024;00016;80
160224;90012;2024;00015;5
160224;90012;2024;00018;1
160224;90012;2024;00019;1
160224;90012;2024;00020;1
160224;90012;2024;00021;1
160223;00016;2023;00110;50
160223;00016;2023;00058;500
160223;90011;2024;00002;1
160223;90011;2024;00003;5
160223;90011;2024;00126;1
160223;90011;2024;00206;20
160223;90011;2024;00216;2
160223;90011;2024;00128;1
160223;90011;2024;00135;1
160223;90011;2024;00156;5
160223;90011;2024;00139;1
160223;90011;2024;00138;2
160223;90011;2024;00137;1
160223;90011;2024;00136;1
160223;90011;2024;00141;5
160223;90011;2024;00151;5
160223;90011;2024;00208;3
160223;90011;2024;00145;1
160223;90011;2024;00180;6
160223;00016;2023;00010;100
160223;90011;2024;00028;2
160223;90011;2024;00031;4
160223;90011;2024;00159;2
160223;90011;2024;00300;22
160223;90011;2024;00127;4
160223;90011;2024;00162;1
160223;00016;2023;00040;110
160223;00016;2023;00042;44
160223;00016;2023;00043;50
160223;90011;2024;00026;3
160223;90011;2024;00026;-3
160223;90011;2024;00069;1
160223;90011;2024;00069;-1
160223;90011;2024;00130;32
160223;90011;2024;00130;-32
160223;90011;2024;00154;1
160223;90011;2024;00154;-1
160223;90011;2024;00026;3
160223;00016;2023;00029;20
160223;90011;2024;00154;1
160223;90011;2024;00130;32
160223;90011;2024;00069;1
160223;00016;2023;00015;200
160223;90011;2024;00008;1
160223;90011;2024;00031;16
160223;90011;2024;00043;10
160223;90011;2024;00051;10
160223;90011;2024;00052;10
160223;90011;2024;00056;10
160223;90011;2024;00300;28
